Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (�)
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24462373,"11,398,649.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24462369,"10,847.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24462369,"562,297.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,INTERMEDIATE CARE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24478989,"5,042.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,LONG TERM CONDITIONS,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24478989,"3,826.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,INTERMEDIATE CARE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24478989,"201,654.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LONG TERM CONDITIONS,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24478989,"153,046.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"20,508.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"353,449.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Local AuthorityRevenue-Non-Contract,COMMUNITY SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"(4,875.00)"
Department of Health,NHS Barnsley CCG,30/11/2018,Services From Local Authorities,SAFEGUARDING,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"6,303.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Soc Care-Other Soc Care,COMMUNITY SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"135,167.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Soc Care-Re-ablement services,COMMUNITY SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"202,750.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Social Care-Res Long Stay Exp,LONG TERM CONDITIONS,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"426,250.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Social Care-Res Short Stay Exp,COMMUNITY SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24615012,"67,500.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24647638,"411,282.60 "
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care- Prior Year Payments,CHC AD FULL FUND PERS HLTH BUD,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24647689,"(301,782.67)"
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care- Children,CHC CHILD PERS HLTH BUD,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24647713,"107,266.23 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Learning Difficulties - S117,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892645,"34,501.22 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Learning Difficulties - S117,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892646,"65,664.50 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892687,"90,685.77 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892698,"25,504.05 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892710,"34,565.85 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892711,"58,024.58 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892714,"93,321.42 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Learning Difficulties - S117,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892877,"(55,881.47)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Learning Difficulties - S117,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892879,"(40,534.70)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892950,"(61,766.04)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24892970,"(85,013.50)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24894996,"(49,379.79)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24894998,"(40,617.21)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24895000,"(79,417.66)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Othe Public Sector,Mental Health Services - S117 Mental Health,BARNSLEY METROPOLITAN BOROUGH COUNCIL,24895002,"(27,996.41)"
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,24934739,"34,887.30 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CLAREMONT HOSPITAL,24647772,"53,719.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,24743276,"52,152.13 "
Department of Health,NHS Barnsley CCG,30/11/2018,Soc Care-Bed-Based Int Care Servs,INTERMEDIATE CARE,CROWN CARE (IV) LTD,24866271,"26,792.86 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24904998,"9,622.56 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24904998,"83,841.79 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24904998,"25,297.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24904998,"7,981.53 "
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,NHS BARNSLEY CCG GP PRACTICE,24892630,"68,250.72 "
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,NHS BARNSLEY CCG GP PRACTICE,24892632,"73,256.59 "
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,NHS BARNSLEY CCG GP PRACTICE,24892856,"(58,082.05)"
Department of Health,NHS Barnsley CCG,30/11/2018,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,NHS BARNSLEY CCG GP PRACTICE,24892858,"(62,342.36)"
Department of Health,NHS Barnsley CCG,30/11/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,24614952,"32,901.05 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24665014,"44,649.93 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24665014,153.06 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24665014,"2,406.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24665014,"3,886.85 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,24341792,"6,094.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,24341792,"522,583.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,"91,288.28 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,"2,471.96 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,24.14 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,721.71 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,"20,733.65 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,"1,987.50 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,345.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664984,"10,374.08 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664988,"53,967.47 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664988,980.26 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664988,"21,355.85 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664988,"5,139.74 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905000,"75,627.03 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905000,679.04 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905000,"4,653.91 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905000,"1,092.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905000,"7,953.33 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,"93,148.43 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,760.92 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,"9,583.33 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,"3,062.89 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,"1,572.92 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,300.07 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905002,"9,471.17 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,(572.07)
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,"(6,420.77)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,(100.11)
Department of Health,NHS Barnsley CCG,30/11/2018,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,(453.29)
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,"(12,430.96)"
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664991,"(13,247.55)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"136,163.64 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,420.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"9,759.98 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"3,344.06 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"6,333.33 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"2,075.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664992,"13,531.04 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24930149,"(67,791.72)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24930149,"(4,584.80)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24930150,"154,899.69 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24930150,"24,135.27 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24930150,"4,584.80 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24908709,"22,702.52 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24908709,404.79 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24908709,"1,473.37 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24908709,"2,173.13 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,"40,942.26 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,335.50 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,"1,681.25 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,"1,161.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,"3,963.16 "
Department of Health,NHS Barnsley CCG,30/11/2018,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,687.00 
Department of Health,NHS Barnsley CCG,30/11/2018,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905004,"1,078.50 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"39,529.74 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"1,406.46 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,45.85 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"2,930.13 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"8,600.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"1,487.66 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664990,"2,399.58 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905010,"108,602.39 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905010,"6,333.33 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905010,250.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905010,"11,289.06 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905006,"1,619.56 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905006,"96,509.57 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905006,"13,500.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905006,"2,777.39 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905006,"9,725.72 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905008,"94,436.49 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905008,"33,280.78 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905008,"8,618.60 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905012,"80,958.44 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905012,711.11 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905012,"2,359.74 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24905012,"10,371.04 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,(578.93)
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,"(7,069.49)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,"(12,985.00)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,(101.31)
Department of Health,NHS Barnsley CCG,30/11/2018,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,(346.67)
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,"(8,679.81)"
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664993,"(9,177.43)"
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664994,"145,541.13 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664994,"10,441.90 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664994,"1,147.55 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664994,"25,924.66 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664994,"14,085.62 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664995,(392.73)
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24664995,"(4,960.02)"
